Compiling receiver!
Compiling sender!
51100,23.077,66623 
51100,27.16,80267 
52100,33.333,66762 
52100,41.975,80327 
52100,29.921,125323 
52100,52.239,67736 
52100,41.304,58684 
53100,32.308,67218 
53100,48.78,70858 
53100,39.13,90041 
53100,40.351,57121 
53100,53.086,79207 
54100,31.667,60218 
54100,44.118,68247 
54100,27.551,68703 
54100,28.378,72789 
54100,46.97,64225 
55100,48.718,80205 
55100,36.145,82137 
55100,32.877,72241 
55100,40.964,63484 
55100,37.931,87503 
56100,51.515,53012 
56100,39.241,80101 
56100,33.333,67338 
56100,52.055,72709 
56100,21.429,69886 
57100,42.353,84598 
57100,31.111,67871 
57100,23.529,69886 
57100,30.159,66534 
57100,27.419,61249 
58100,46.25,78808 
58100,42.353,84957 
58100,37.273,108001 
58100,50.0,75145 
58100,29.333,74193 
59100,62.222,68104 
59100,43.373,82239 
59100,29.31,57985 
59100,60.256,77275 
59100,41.667,61224 
60100,35.185,53169 
60100,30.851,69190 
60100,38.71,68527 
60100,44.0,50358 
60100,35.0,78759 
61100,52.941,69281 
61100,25.676,73023 
61100,39.759,81884 
61100,28.169,68881 
61100,43.636,53580 
62100,28.378,72754 
62100,33.846,65105 
62100,60.759,80808 
62100,42.424,64984 
62100,47.541,60734 
63100,43.836,73607 
63100,40.741,53604 
63100,35.135,65622 
63100,43.478,68170 
63100,54.839,58202 
64100,22.857,64398 
64100,39.024,54897 
64100,51.923,52241 
64100,39.726,71350 
64100,8.696,68707 
