Compiling receiver!
Compiling sender!
100,48.454,120966 
100,58.163,120726 
100,31.373,126688 
100,26.316,116725 
100,36.275,127779 
1100,72.0,143430 
1100,62.595,150921 
1100,68.992,148896 
1100,54.098,142627 
1100,78.125,145931 
2100,72.078,169813 
2100,76.224,160268 
2100,72.455,188780 
2100,58.462,144084 
2100,75.188,151826 
3100,74.126,156262 
3100,73.846,140048 
3100,68.59,169014 
3100,58.94,164420 
3100,72.078,167050 
4100,75.155,174195 
4100,69.375,170826 
4100,62.069,154769 
4100,74.534,171231 
4100,76.923,179835 
5100,76.0,186542 
5100,71.006,179286 
5100,77.358,170852 
5100,67.262,176749 
5100,69.333,159426 
6100,62.57,187951 
6100,77.222,187085 
6100,78.231,153685 
6100,76.316,198329 
6100,75.0,164102 
7100,78.472,153375 
7100,70.52,179553 
7100,68.702,118726 
7100,79.381,200776 
7100,79.762,174749 
8100,74.522,163968 
8100,78.344,162148 
8100,78.125,163703 
8100,65.363,185756 
8100,76.074,170013 
9100,77.586,177483 
9100,80.368,164190 
9100,77.333,153511 
9100,63.768,212171 
9100,73.288,149074 
10100,71.918,148979 
10100,61.074,153450 
10100,70.213,146417 
10100,69.591,172967 
10100,62.658,158774 
11100,48.81,165001 
11100,64.634,166202 
11100,44.737,166008 
11100,71.329,146572 
11100,63.38,144694 
12100,63.576,154614 
12100,66.667,145952 
12100,64.865,150177 
12100,56.738,142083 
12100,72.848,152718 
13100,54.194,137289 
13100,56.522,140529 
13100,73.333,153511 
13100,57.895,134106 
13100,57.576,111181 
14100,61.871,142326 
14100,51.471,139272 
14100,62.411,142029 
14100,58.571,141790 
14100,63.235,139166 
15100,65.068,148903 
15100,66.165,133718 
15100,73.529,137599 
15100,68.148,135917 
15100,50.0,108339 
16100,48.673,114939 
16100,48.611,145381 
16100,52.8,125156 
16100,55.405,150272 
16100,59.843,126525 
17100,48.305,118861 
17100,32.231,123359 
17100,63.415,125766 
17100,62.992,128721 
17100,61.538,132399 
18100,61.194,134707 
18100,45.536,113417 
18100,50.833,119925 
18100,55.118,130708 
18100,54.237,118906 
19100,26.606,111267 
19100,70.635,128982 
19100,57.664,136641 
19100,25.62,121440 
19100,53.913,110990 
20100,60.667,148735 
20100,24.348,114813 
20100,50.413,119965 
20100,35.404,120338 
20100,56.41,116403 
21100,45.794,106388 
21100,51.2,126806 
21100,69.565,115505 
21100,55.385,129546 
21100,53.448,116509 
22100,47.826,115752 
22100,39.64,111069 
22100,46.078,102551 
22100,43.966,117156 
22100,49.138,115927 
23100,46.078,101783 
23100,63.462,104640 
23100,37.5,95880 
23100,68.992,129697 
23100,65.138,108836 
24100,47.0,101522 
24100,39.13,115723 
24100,24.752,101827 
24100,33.333,78279 
24100,45.946,110488 
25100,48.649,112333 
25100,43.636,110524 
25100,68.75,96373 
25100,44.66,103258 
25100,60.163,122220 
26100,41.441,111473 
26100,32.432,111866 
26100,53.333,104633 
26100,54.839,94141 
26100,37.755,81083 
27100,53.509,113025 
27100,40.496,115482 
27100,34.579,108643 
27100,56.18,90126 
27100,45.192,103277 
28100,51.351,111264 
28100,51.327,111439 
28100,43.564,102291 
28100,21.368,93986 
28100,37.963,106403 
29100,55.056,88075 
29100,59.055,126984 
29100,45.652,92800 
29100,42.529,86858 
29100,46.392,97720 
30100,48.571,105170 
30100,41.346,103676 
30100,29.787,93929 
30100,44.954,108484 
30100,32.743,96661 
31100,34.694,98319 
31100,42.157,100406 
31100,36.782,86891 
31100,50.943,106653 
31100,44.33,95061 
32100,46.457,98116 
32100,35.577,103354 
32100,58.491,107165 
32100,61.194,132706 
32100,39.0,102079 
33100,51.282,78283 
33100,19.277,81884 
33100,52.174,75378 
33100,42.857,98715 
33100,41.176,85771 
34100,46.199,103097 
34100,40.964,83385 
34100,53.659,82463 
34100,43.307,94805 
34100,42.52,91130 
35100,29.787,93742 
35100,38.356,145327 
35100,68.293,81531 
35100,20.0,94881 
35100,34.0,98814 
36100,44.0,100125 
36100,35.417,96276 
36100,39.759,80778 
36100,23.077,103585 
36100,40.449,90252 
37100,36.937,68545 
37100,34.091,90745 
37100,28.704,107449 
37100,27.711,84242 
37100,30.928,97414 
38100,33.333,86288 
38100,55.435,90373 
38100,50.617,79518 
38100,35.714,97963 
38100,28.378,73339 
39100,52.941,67318 
39100,23.958,83692 
39100,43.373,82576 
39100,41.892,74634 
39100,46.739,92882 
40100,22.619,82373 
40100,56.693,89401 
40100,38.554,81753 
40100,52.222,90497 
40100,42.029,68673 
41100,41.86,84875 
41100,47.561,81147 
41100,26.316,57387 
41100,36.0,74266 
41100,34.177,79617 
42100,34.118,83323 
42100,36.232,55972 
42100,22.078,100719 
42100,43.21,79950 
42100,39.506,81213 
43100,47.761,67753 
43100,38.667,74580 
43100,68.293,82932 
43100,37.755,97488 
43100,59.091,87638 
44100,39.13,90162 
44100,48.684,75838 
44100,26.829,80480 
44100,45.263,93480 
44100,38.554,84467 
45100,50.769,79627 
45100,41.975,81141 
45100,29.06,78646 
45100,37.681,69997 
45100,50.588,81789 
46100,24.359,75709 
46100,36.471,66287 
46100,32.911,79297 
46100,43.548,90643 
46100,44.118,67168 
47100,35.802,86181 
47100,51.471,67966 
47100,42.667,76345 
47100,28.235,85319 
47100,21.348,87265 
48100,52.632,74164 
48100,46.914,80949 
48100,33.333,78703 
48100,46.809,95589 
48100,50.0,87978 
49100,49.383,79333 
49100,43.103,58014 
49100,36.145,82989 
49100,56.716,66991 
49100,41.176,66357 
50100,52.5,79920 
50100,53.333,89988 
50100,48.571,69721 
50100,30.667,74840 
50100,44.286,69868 
51100,22.619,69847 
51100,37.975,80020 
51100,46.512,86399 
