125,240,r
125,1073,M
126,246,r
126,242,S
126,242,M
127,240,r
127,242,S
127,234,M
128,246,r
128,244,S
129,244,r
129,238,S
130,212,S
131,398,r
131,240,S
131,238,M
132,248,r
132,210,M
133,250,r
133,246,M
134,244,r
134,236,M
135,244,r
135,238,S
135,234,M
136,242,r
136,242,S
136,240,M
137,242,r
137,210,M
138,246,r
138,240,M
139,238,M
140,240,r
140,242,S
140,242,M
141,216,r
142,242,r
142,248,S
143,246,r
143,240,S
144,244,S
144,236,M
145,240,r
145,236,S
145,236,M
146,248,r
146,240,M
147,248,r
147,240,M
148,238,M
149,242,r
149,242,S
149,242,M
150,242,r
150,236,S
150,250,M
151,244,r
151,234,M
152,250,r
152,242,M
153,238,S
153,242,M
154,240,r
154,250,S
154,240,M
155,242,r
155,244,M
156,238,r
156,207,M
157,244,M
158,238,r
158,248,S
158,246,M
159,246,r
160,244,r
160,234,S
161,240,r
161,238,S
162,250,S
162,234,M
163,240,r
163,206,S
163,238,M
164,248,r
164,214,M
165,242,r
165,210,M
166,246,M
167,242,r
167,222,S
167,214,M
168,238,r
168,127,S
168,212,M
169,248,r
169,236,M
170,246,r
170,218,M
171,242,r
171,242,S
171,213,M
172,246,r
172,213,S
172,1246,M
173,240,r
173,214,S
174,244,r
174,242,S
175,234,S
176,244,r
176,210,S
176,212,M
177,244,r
177,218,M
178,401,r
178,226,M
179,248,r
179,240,M
180,242,r
180,240,S
180,238,M
181,246,r
181,238,S
181,240,M
182,244,r
182,248,S
183,242,r
183,244,S
184,236,S
185,246,r
185,240,S
185,244,M
186,244,r
186,238,S
186,216,M
187,248,r
187,238,M
188,244,r
188,235,M
189,244,r
189,214,S
189,213,M
190,246,r
190,242,S
190,244,M
191,249,r
191,246,M
192,248,r
192,236,M
193,240,M
194,236,r
194,240,S
194,240,M
195,248,r
196,244,r
196,242,S
197,246,r
197,240,S
198,242,S
198,240,M
199,238,r
199,240,S
199,235,M
200,244,r
200,236,M
201,238,r
201,246,M
202,242,r
202,244,M
203,246,r
203,236,S
203,235,M
204,248,r
204,240,S
204,242,M
205,244,r
205,242,S
206,244,r
206,244,S
207,244,S
208,240,r
208,240,S
208,242,M
209,236,r
209,242,M
210,244,r
210,236,M
211,246,r
211,240,M
213,235,r
213,242,M
214,238,r
214,244,M
215,242,r
215,235,S
216,242,r
216,250,S
216,239,M
217,252,r
217,242,S
218,250,r
218,240,S
219,242,S
220,238,r
220,238,S
220,236,M
221,236,r
221,238,S
221,248,M
222,240,r
222,234,M
223,216,r
223,208,M
224,206,r
224,220,S
224,206,M
225,296,r
225,262,S
225,242,M
226,220,r
226,261,M
227,492,r
227,361,M
228,313,S
228,448,M
229,432,r
229,579,S
229,280,M
230,311,r
230,607,M
231,891,r
231,236,M
232,1107,r
232,254,S
232,274,M
233,238,r
234,240,r
234,262,S
235,214,r
235,210,S
236,222,r
236,325,S
236,216,M
237,263,r
237,283,S
237,224,M
238,234,r
238,267,M
239,266,r
239,244,M
240,222,S
240,210,M
241,242,r
241,218,S
241,303,M
242,224,r
243,210,r
243,1125,M
244,234,r
244,226,S
244,317,M
245,835,r
245,315,S
245,300,M
246,216,r
246,282,M
247,238,r
247,216,M
248,242,S
248,238,M
249,242,r
249,244,S
249,240,M
250,244,r
251,246,r
251,244,S
252,230,S
253,238,r
253,282,S
253,216,M
254,236,r
254,286,S
254,252,M
255,244,r
255,261,M
256,244,r
256,286,M
257,246,r
257,242,S
257,325,M
258,871,r
258,242,S
258,83,M
259,250,r
259,276,S
260,244,r
260,244,S
261,246,S
262,240,r
262,246,S
262,315,M
263,240,r
263,337,M
264,246,r
264,238,M
265,238,r
265,242,M
266,242,r
266,276,S
266,240,M
267,246,r
267,236,S
267,242,M
268,250,r
268,222,M
269,256,r
269,254,M
270,216,S
270,208,M
271,242,r
271,248,S
271,240,M
272,246,r
273,238,r
273,216,M
274,240,r
274,244,M
275,244,r
275,238,S
275,240,M
276,248,r
276,238,S
276,236,M
277,254,r
277,242,S
278,244,r
278,242,S
279,244,S
280,246,r
280,246,S
280,240,M
281,246,r
281,244,M
282,248,r
282,242,M
283,238,r
283,212,M
284,240,S
284,238,M
285,244,r
285,236,S
285,236,M
286,248,r
286,242,S
287,242,r
287,242,S
288,248,r
288,244,S
289,242,r
289,246,S
289,234,M
290,248,r
290,240,S
290,238,M
291,242,r
291,214,M
292,244,r
292,248,M
293,1253,r
293,240,S
293,240,M
294,244,r
294,164,S
295,242,r
295,220,S
296,250,r
296,242,S
297,242,S
298,248,r
298,240,S
298,238,M
299,391,r
299,244,M
300,244,r
300,208,M
301,244,r
301,246,M
302,242,r
302,238,S
302,248,M
303,246,r
303,240,S
303,238,M
304,246,r
304,238,S
305,238,r
305,238,S
306,248,S
307,240,r
307,240,S
307,240,M
308,236,r
308,166,S
308,246,M
309,244,r
309,218,M
310,244,r
310,244,M
311,244,r
311,274,S
311,242,M
312,240,r
312,264,S
312,238,M
313,248,r
313,230,M
314,248,r
314,250,M
315,238,S
315,242,M
316,242,r
316,244,S
316,304,M
317,250,r
317,240,S
318,246,r
318,242,S
319,218,r
319,301,S
320,248,r
320,284,S
320,240,M
321,240,r
321,295,S
321,246,M
322,244,r
322,252,M
323,248,r
323,250,M
324,244,r
324,250,S
324,325,M
325,242,r
325,238,S
325,320,M
326,246,r
327,240,r
327,248,M
328,935,M
329,242,r
329,240,S
329,244,M
330,246,r
330,240,S
331,246,r
331,240,S
332,256,r
332,296,S
333,242,r
333,236,S
333,306,M
334,240,r
334,266,S
334,258,M
335,242,r
335,238,M
336,236,r
336,238,M
337,238,r
337,242,S
337,309,M
338,246,r
338,237,S
338,311,M
339,242,r
339,242,S
340,242,r
340,242,S
341,242,S
342,238,r
342,240,S
342,316,M
343,246,r
343,212,M
344,248,r
344,232,M
345,242,r
345,218,M
346,244,r
346,240,S
346,235,M
347,256,r
347,238,S
347,240,M
348,249,r
348,242,M
349,242,r
349,250,M
350,220,S
350,213,M
351,246,r
351,242,S
351,242,M
352,246,r
352,242,S
353,242,r
353,244,S
354,240,r
354,242,S
355,242,r
355,242,S
355,238,M
356,244,r
356,238,S
356,236,M
357,244,r
357,240,M
358,240,r
358,244,M
359,240,S
359,244,M
360,238,r
360,242,S
360,240,M
361,244,r
361,248,S
362,246,r
362,236,S
363,248,S
364,240,r
364,240,S
364,250,M
365,238,r
365,242,S
365,242,M
366,246,r
366,244,M
367,246,r
367,240,M
368,238,S
368,240,M
369,246,r
369,1224,S
369,238,M
370,248,r
370,240,M
371,238,r
371,250,M
372,246,S
372,246,M
373,232,r
373,240,S
373,240,M
374,246,r
375,243,r
375,236,M
376,236,M
377,242,r
377,238,S
377,234,M
378,244,r
378,250,S
378,236,M
379,248,r
379,246,M
380,240,r
380,240,M
381,238,S
381,238,M
382,242,r
382,248,S
382,242,M
383,248,r
383,235,M
384,242,r
384,246,M
385,244,S
385,214,M
386,248,r
386,236,S
386,207,M
387,242,r
387,212,M
388,240,r
388,240,M
389,80,r
389,242,M
390,244,r
390,224,S
390,209,M
391,244,r
391,240,S
391,99,M
392,256,r
392,244,S
393,244,r
393,220,S
394,240,S
395,242,r
395,242,S
395,246,M
396,252,r
396,244,M
397,244,r
397,210,M
398,240,r
398,257,M
399,242,r
399,242,S
399,226,M
400,240,r
400,242,S
400,216,M
401,246,r
402,244,r
402,240,S
403,240,S
404,242,r
404,238,S
404,248,M
405,246,r
405,238,S
405,226,M
406,250,r
406,240,M
407,240,r
407,236,M
408,238,r
408,218,S
408,214,M
409,246,r
409,236,S
409,238,M
410,246,r
410,242,M
411,241,r
411,204,M
412,248,M
413,242,r
413,236,S
413,252,M
414,234,r
414,265,S
415,240,r
415,244,S
416,244,r
416,1238,S
417,244,r
417,240,S
417,212,M
418,250,r
418,238,S
418,242,M
419,242,r
419,213,M
420,242,r
420,246,M
421,240,S
421,244,M
422,244,r
422,208,S
422,244,M
423,246,r
423,238,M
424,236,r
424,238,M
425,238,M
426,246,r
426,238,S
426,238,M
427,214,r
428,240,r
428,246,S
429,250,r
429,232,S
430,238,S
431,244,r
431,240,S
431,245,M
432,205,r
432,244,M
433,244,r
433,238,M
434,242,r
434,240,M
435,236,r
435,242,S
435,244,M
436,244,r
436,234,S
436,240,M
437,250,r
437,242,S
438,240,r
438,246,S
439,238,S
440,246,r
440,246,S
440,242,M
441,244,r
441,250,M
442,249,r
442,250,M
443,244,r
443,240,M
444,252,r
444,256,S
444,244,M
445,250,r
445,242,S
445,250,M
446,246,r
446,244,S
447,244,r
447,246,S
448,252,S
449,242,r
449,242,S
449,238,M
450,240,r
450,246,M
451,238,r
451,244,M
452,248,r
452,246,M
453,242,r
453,246,S
453,238,M
454,238,r
454,240,S
454,240,M
455,247,r
455,242,S
456,244,r
456,244,S
457,246,S
458,237,r
458,242,S
458,242,M
459,242,r
459,244,M
460,242,r
460,246,M
461,240,r
461,244,M
462,248,r
462,238,S
462,242,M
463,242,r
463,1230,S
464,238,r
464,242,S
465,242,r
465,216,S
466,236,S
466,244,M
467,252,r
467,242,S
467,333,M
468,247,r
468,295,M
469,250,r
469,238,M
470,153,r
470,206,M
471,242,r
471,230,S
471,236,M
472,243,r
472,206,S
472,82,M
473,246,r
473,228,S
474,244,r
474,213,S
475,244,S
476,254,r
476,209,S
476,212,M
477,242,r
477,215,S
477,240,M
478,242,r
478,246,M
479,236,r
479,280,M
480,248,S
480,242,M
481,242,r
481,238,S
481,224,M
482,248,r
482,240,S
483,240,r
483,240,S
484,240,S
485,236,r
485,236,S
485,222,M
486,244,r
486,240,S
486,220,M
487,246,r
487,296,M
488,246,r
488,244,M
489,240,r
489,238,S
489,238,M
490,246,r
490,236,S
490,238,M
491,246,r
491,242,S
492,242,r
492,236,S
493,244,S
494,242,r
494,250,S
494,250,M
495,240,r
495,155,S
495,240,M
496,242,r
496,240,M
497,242,r
497,240,M
498,286,S
498,242,M
499,242,r
499,206,S
499,208,M
500,252,r
500,238,S
501,242,r
501,238,S
502,244,S
503,238,r
503,236,S
503,238,M
504,242,r
504,252,S
504,283,M
505,238,r
505,238,M
506,244,r
506,234,M
507,238,S
507,238,M
508,236,r
508,242,S
508,246,M
509,242,r
509,240,S
510,242,r
510,244,S
511,240,r
511,248,S
512,244,r
512,240,S
512,240,M
513,240,r
513,240,S
513,240,M
514,244,r
514,242,M
515,242,r
515,244,M
516,1053,S
516,252,M
517,246,r
517,238,S
518,252,r
518,237,S
519,240,r
519,243,S
520,244,S
521,240,r
521,238,S
521,238,M
522,280,r
522,246,M
523,244,r
523,244,M
524,244,r
524,300,M
525,240,r
525,238,S
525,236,M
526,246,r
526,234,S
526,236,M
527,244,r
527,242,S
528,246,r
528,244,S
529,292,S
530,250,r
530,234,S
530,240,M
531,238,r
531,131,S
531,240,M
532,250,r
532,301,M
533,250,r
533,242,M
534,244,r
534,248,S
534,244,M
535,238,r
535,248,S
535,248,M
536,250,r
536,238,S
537,244,r
537,260,S
538,337,S
539,226,r
539,234,S
539,280,M
540,240,r
540,242,S
540,240,M
541,238,r
541,242,S
541,222,M
542,250,r
542,242,M
543,248,r
543,238,M
544,268,S
544,244,M
545,240,r
545,209,S
545,1252,M
546,249,r
546,224,S
547,242,r
547,242,S
548,273,S
549,248,r
549,222,S
549,228,M
550,246,r
550,99,S
550,208,M
551,579,r
551,212,M
552,240,r
552,279,M
553,242,r
553,254,S
553,224,M
554,238,r
554,238,S
554,206,M
555,246,r
556,238,r
556,250,M
557,1444,M
558,603,r
558,1182,S
559,1073,r
559,1053,S
560,1831,r
560,2399,S
561,236,r
561,4430,S
561,2402,M
562,1887,r
562,2244,M
563,1746,r
564,230,r
564,1143,M
565,1958,r
565,557,M
566,943,r
566,2410,S
566,1341,M
567,516,r
567,2348,M
568,1666,r
568,1986,S
568,398,M
569,1858,r
569,568,M
570,901,S
570,395,M
571,1432,r
571,986,M
572,809,r
572,1167,M
573,796,S
573,1658,M
574,671,r
575,242,r
575,234,S
576,242,r
576,244,S
577,240,S
578,242,r
578,238,S
578,234,M
579,240,r
579,246,M
580,252,r
580,238,M
581,242,r
581,240,M
582,244,r
582,250,S
582,240,M
583,242,r
583,242,S
583,242,M
584,243,r
584,248,M
585,246,r
585,254,M
586,248,S
586,246,M
587,244,r
587,1238,S
588,240,r
588,244,S
589,240,r
589,242,S
590,236,S
591,238,r
591,244,S
591,236,M
592,246,r
592,83,S
592,239,M
593,242,r
593,238,M
594,242,r
594,244,M
595,244,r
595,244,S
595,242,M
596,240,r
596,236,S
596,242,M
597,248,r
597,242,M
598,242,r
598,246,M
599,246,M
600,242,r
600,242,S
600,242,M
601,244,r
601,125,S
601,242,M
602,244,r
602,240,M
603,244,r
603,242,M
604,240,r
604,256,S
604,246,M
605,246,r
605,240,S
605,244,M
606,249,r
606,236,S
607,242,r
607,246,S
608,242,S
609,250,r
609,246,S
609,250,M
610,208,r
610,248,M
611,250,r
611,242,M
612,246,r
612,244,M
613,240,r
613,261,S
613,242,M
614,252,r
614,246,S
614,238,M
615,246,r
615,250,S
616,242,r
616,212,S
617,246,S
617,238,M
618,248,r
618,234,S
618,205,M
619,244,r
619,238,M
620,238,r
620,246,M
621,76,r
621,210,M
622,236,r
622,339,S
622,250,M
623,242,r
623,208,S
623,75,M
624,244,r
624,256,M
625,248,r
625,211,M
626,242,S
626,244,M
627,242,r
627,242,S
627,240,M
628,633,r
629,242,r
629,216,S
630,242,S
631,238,r
631,227,S
631,228,M
632,242,r
632,182,S
632,226,M
633,240,r
633,240,M
634,250,r
634,254,M
635,244,r
635,232,S
635,342,M
636,248,r
636,234,S
636,244,M
637,244,r
637,234,S
638,240,r
638,242,S
639,242,S
640,238,r
640,355,S
640,236,M
641,244,r
641,216,M
642,240,r
642,242,M
643,244,r
643,250,M
644,238,r
644,238,S
644,232,M
645,242,r
645,250,S
645,236,M
646,244,r
647,244,r
647,210,M
648,238,M
649,242,r
649,212,S
649,210,M
650,202,r
650,206,M
651,242,r
651,212,M
652,254,r
652,216,M
653,242,r
653,244,S
653,244,M
654,238,r
654,233,S
654,238,M
655,250,r
655,244,S
656,246,r
656,242,S
657,244,S
658,238,r
658,242,S
658,242,M
659,246,r
659,244,M
660,244,r
660,248,M
661,250,r
661,246,M
662,240,r
662,240,S
662,242,M
663,240,r
663,1243,S
664,244,r
664,244,S
665,244,r
665,242,S
666,242,S
667,246,r
667,250,S
667,240,M
668,205,r
668,242,M
669,234,r
669,244,M
670,253,r
670,248,M
671,240,r
671,240,S
671,238,M
672,240,r
672,232,S
672,240,M
673,246,r
673,242,S
674,240,r
674,240,S
675,250,S
676,246,r
676,252,S
676,246,M
677,247,r
677,238,S
677,244,M
678,244,r
678,236,M
679,242,r
679,240,M
680,240,S
680,244,M
681,240,r
681,234,S
681,250,M
682,246,r
682,242,S
683,238,r
683,248,S
684,236,S
685,242,r
685,234,S
685,234,M
686,248,r
686,303,M
687,240,r
687,246,M
688,238,r
688,250,M
689,242,r
689,240,S
689,242,M
690,240,r
690,252,S
690,244,M
691,249,r
691,242,S
692,242,r
692,211,S
693,305,S
694,250,r
694,347,S
694,244,M
695,248,r
695,264,S
695,242,M
696,242,r
696,240,M
697,240,r
697,276,M
698,248,r
698,208,S
698,1234,M
699,204,r
700,246,r
700,301,M
701,242,r
701,216,M
702,301,S
702,225,M
703,240,r
703,242,S
703,229,M
704,397,r
705,240,r
705,304,M
706,242,M
707,244,r
707,244,S
707,236,M
708,242,r
709,240,r
709,292,M
710,250,r
710,238,M
711,242,S
711,236,M
712,236,r
712,216,S
712,215,M
713,246,r
713,258,M
714,248,r
714,209,M
715,288,M
716,248,r
716,216,S
716,236,M
717,242,r
717,212,M
718,242,r
718,270,M
719,246,r
719,363,M
720,246,r
720,238,S
720,246,M
721,250,r
721,236,S
721,226,M
722,244,r
722,240,S
723,240,r
723,242,S
724,250,S
725,242,r
725,236,S
725,343,M
726,240,r
726,294,M
727,242,r
727,238,M
728,242,r
728,304,M
729,246,r
729,214,S
729,238,M
730,248,r
730,212,S
730,206,M
731,244,r
732,246,r
732,291,M
733,246,M
734,246,r
734,246,S
734,240,M
735,242,r
735,303,M
736,246,r
736,244,M
737,85,r
737,306,M
738,238,r
738,244,S
738,244,M
739,237,r
739,238,S
740,242,r
740,244,S
741,240,r
741,246,S
742,234,S
743,242,r
743,242,S
743,244,M
744,246,r
744,310,M
745,242,r
745,1109,M
746,260,M
747,240,r
747,238,S
747,236,M
748,242,r
748,149,S
748,246,M
749,242,r
749,244,M
750,242,r
750,308,M
751,242,r
751,236,S
751,242,M
752,242,r
752,238,S
752,234,M
753,246,r
753,242,S
754,240,r
754,240,S
755,292,S
756,238,r
756,246,S
756,242,M
757,246,r
757,289,M
758,252,r
758,244,M
759,242,r
759,240,M
760,240,r
760,240,S
760,242,M
761,242,r
761,242,S
761,236,M
762,246,r
762,242,S
763,242,r
763,242,S
764,238,S
765,240,r
765,242,S
765,242,M
766,248,r
766,248,M
767,240,r
767,292,M
768,250,r
768,242,M
769,254,r
769,240,S
769,236,M
770,254,r
770,242,S
770,250,M
771,249,r
771,240,S
772,240,r
772,242,S
773,244,S
774,248,r
774,246,S
774,216,M
775,210,r
775,282,M
776,238,r
776,240,M
777,244,r
777,288,M
778,246,r
778,217,S
778,222,M
779,244,r
779,220,S
779,208,M
780,246,r
781,240,r
781,296,M
782,244,M
783,242,r
783,238,S
783,337,M
784,244,r
784,104,S
784,259,M
785,248,r
785,264,M
786,236,r
786,1101,M
787,244,r
787,240,S
787,216,M
788,240,r
788,96,S
789,240,r
789,238,S
790,240,r
790,236,S
791,236,S
792,250,r
792,238,S
792,246,M
793,206,r
793,238,M
794,236,r
794,214,M
795,250,r
795,220,M
796,244,r
796,234,S
796,213,M
797,246,r
797,239,S
797,208,M
798,246,r
798,256,M
799,244,r
799,244,M
800,244,M
801,238,r
801,244,S
801,216,M
802,248,r
802,208,M
803,242,r
803,236,M
804,236,r
804,248,M
805,236,r
805,248,S
805,244,M
806,242,r
806,238,S
806,242,M
807,250,r
807,242,M
808,242,r
808,209,M
809,242,r
809,246,S
809,246,M
810,248,r
810,210,S
810,221,M
811,250,r
811,246,M
812,250,r
812,242,M
813,244,M
814,236,r
814,240,S
814,238,M
815,236,r
816,242,r
816,246,S
817,242,r
817,244,S
818,240,S
819,240,r
819,244,S
819,246,M
820,204,r
820,246,M
821,246,r
821,240,M
822,246,r
822,242,M
823,244,r
823,238,S
823,238,M
824,240,r
824,238,S
824,240,M
825,248,r
825,240,M
826,254,r
826,238,M
827,234,S
827,1238,M
828,240,r
828,236,S
828,240,M
829,240,r
829,242,M
830,242,r
830,246,M
831,244,r
831,242,S
831,242,M
832,242,r
832,232,S
832,236,M
833,254,r
833,244,S
834,242,r
834,234,S
835,234,S
836,246,r
836,236,S
836,234,M
837,230,r
837,244,M
838,240,r
838,242,M
839,246,r
839,248,M
840,238,r
840,242,S
840,240,M
841,242,r
841,246,S
841,246,M
842,254,r
842,250,M
843,248,r
843,248,M
844,244,S
844,246,M
845,242,r
845,244,S
845,238,M
846,246,r
847,248,r
847,234,S
848,246,r
848,242,S
849,240,r
849,208,S
849,244,M
850,248,r
850,212,S
850,236,M
851,248,r
851,212,M
852,238,r
852,208,M
853,240,M
854,244,r
854,246,S
854,240,M
855,203,r
855,212,M
856,246,r
856,214,M
857,242,r
857,242,M
858,240,S
858,246,M
859,246,r
859,337,S
859,262,M
860,244,r
861,246,r
861,240,S
862,246,S
863,238,r
863,244,S
863,224,M
864,246,r
864,204,S
864,246,M
865,242,r
865,206,M
866,238,r
866,356,M
867,238,S
867,246,M
868,244,r
868,240,S
868,236,M
869,246,r
869,240,M
870,240,r
870,208,M
871,246,M
872,242,r
872,234,S
872,234,M
873,248,r
873,238,S
874,246,r
874,246,S
875,245,r
875,219,S
876,256,S
877,242,r
877,220,S
877,206,M
878,244,r
878,218,S
878,242,M
879,248,r
879,238,M
880,240,r
880,210,M
881,240,r
881,242,S
881,218,M
882,248,r
882,242,S
882,242,M
883,248,r
883,333,S
884,242,r
884,246,S
885,242,S
886,1053,r
886,219,S
886,218,M
887,248,r
887,242,M
888,242,r
888,236,M
889,262,M
890,248,r
890,242,S
890,242,M
891,242,r
891,68,S
891,240,M
892,244,r
892,244,M
893,246,r
893,244,M
894,242,r
894,234,S
894,230,M
895,248,r
895,240,S
895,240,M
896,250,r
896,252,M
897,242,r
897,240,M
898,210,S
898,208,M
899,244,r
899,238,S
899,236,M
900,250,r
901,238,r
901,242,S
902,244,r
902,242,S
903,236,S
903,242,M
904,244,r
904,242,S
904,242,M
905,250,r
905,242,M
906,234,r
906,238,M
907,220,M
908,236,r
908,235,S
908,238,M
909,238,r
909,169,S
910,236,r
910,242,S
911,244,r
911,240,S
912,242,S
913,242,r
913,236,S
913,244,M
914,252,r
914,242,M
915,240,r
915,220,M
916,248,r
916,248,M
917,236,S
917,242,M
918,242,r
918,244,S
918,235,M
919,254,r
919,224,M
920,240,r
920,242,M
921,226,M
922,240,r
922,238,S
922,240,M
923,242,r
923,244,S
924,242,r
924,242,S
925,252,r
925,236,S
926,236,S
926,242,M
927,246,r
927,238,S
927,240,M
928,248,r
928,226,M
929,250,r
929,240,M
930,214,M
931,240,r
931,211,S
931,238,M
932,250,r
932,224,S
932,244,M
933,250,r
933,204,M
934,242,r
934,230,M
935,238,S
935,244,M
936,242,r
936,242,S
936,240,M
937,244,r
937,238,S
938,248,r
938,240,S
939,248,S
940,244,r
940,240,S
940,234,M
941,242,r
941,242,S
941,216,M
942,252,r
942,240,M
943,242,r
943,244,M
944,240,r
944,220,S
944,213,M
945,252,r
945,1236,S
945,250,M
946,246,r
946,219,M
947,244,r
947,206,M
948,240,S
948,204,M
949,240,r
949,236,S
949,208,M
950,246,r
951,246,r
951,240,S
952,242,r
952,226,S
953,240,r
953,238,S
953,210,M
954,242,r
954,236,S
954,205,M
955,244,r
955,210,M
956,252,r
956,214,M
957,236,S
957,240,M
958,238,r
958,209,S
958,242,M
959,246,r
960,244,r
960,244,S
961,238,r
961,238,S
962,240,r
962,228,S
962,236,M
963,242,r
963,240,S
963,242,M
964,250,r
964,215,M
965,248,r
965,248,M
966,209,S
966,220,M
967,244,r
967,244,S
967,246,M
968,248,r
969,238,r
969,234,S
970,246,r
970,238,S
971,246,r
971,238,S
971,236,M
972,236,r
972,240,S
972,240,M
973,248,r
973,240,M
974,242,r
974,216,M
975,242,S
975,242,M
976,238,r
976,236,S
976,234,M
977,244,r
977,238,S
978,240,r
978,242,S
979,242,S
980,254,r
980,244,S
980,244,M
981,242,r
981,238,S
981,238,M
982,246,r
982,242,M
983,244,r
983,242,M
984,244,r
984,248,S
984,240,M
985,252,r
985,242,S
985,242,M
986,246,r
986,248,S
987,244,r
987,244,S
988,240,S
989,246,r
989,237,S
989,242,M
990,244,r
990,240,S
990,232,M
991,265,r
991,236,M
992,1270,r
992,212,M
993,242,r
993,238,S
993,236,M
994,238,r
994,240,S
994,248,M
995,245,r
995,246,M
996,238,r
996,248,M
997,246,S
997,244,M
998,240,r
998,238,S
998,242,M
999,250,r
999,244,S
1000,244,r
1000,244,S
1001,248,S
1002,236,r
1002,242,S
1002,248,M
1003,250,r
1003,240,S
1003,242,M
1004,246,r
1004,246,M
1005,246,r
1005,242,M
1006,244,S
1006,218,M
1007,242,r
1007,244,S
1007,215,M
1008,248,r
1008,218,S
1009,246,r
1009,240,S
1010,199,r
1010,242,S
1011,238,r
1011,216,S
1011,212,M
1012,244,r
1012,242,S
1012,242,M
1013,246,r
1013,242,M
1014,244,r
1014,214,M
1015,244,S
1015,215,M
1016,242,r
1016,242,S
1016,220,M
1017,246,r
1018,242,r
1018,248,M
1019,244,M
1020,242,r
1020,242,S
1020,238,M
1021,242,r
1021,238,S
1022,244,r
1022,215,M
1023,240,r
1023,216,M
1024,248,M
1025,240,r
1025,210,S
1025,213,M
1026,246,r
1026,217,S
1027,248,r
1027,228,S
1028,254,r
1028,242,S
1029,242,S
1030,242,r
1030,238,S
1030,218,M
1031,242,r
1031,214,M
1032,240,r
1032,242,M
1033,246,r
1033,242,M
1034,238,r
1034,212,S
1034,220,M
1035,240,r
1035,238,S
1035,236,M
1036,248,r
1036,259,M
1037,240,r
1037,240,M
1038,244,S
1038,228,M
1039,246,r
1039,240,S
1039,1234,M
1040,246,r
1040,240,M
1041,242,r
1041,242,M
1042,244,S
1042,242,M
1043,242,r
1043,209,S
