Compiling receiver!
Compiling sender!
33100,30.000000,77419 
34100,26.000000,66326 
34100,26.000000,70700 
34100,26.000000,70365 
34100,24.000000,60682 
34100,26.000000,71330 
35100,24.000000,70744 
35100,18.000000,48913 
35100,34.000000,89709 
35100,24.000000,58679 
35100,34.000000,89650 
36100,32.000000,76145 
36100,38.000000,92457 
36100,24.000000,62297 
36100,20.000000,57102 
36100,26.000000,75036 
37100,30.000000,77569 
37100,26.000000,72575 
37100,28.000000,71702 
37100,22.000000,62812 
37100,30.000000,84269 
38100,22.000000,56555 
38100,22.000000,56086 
38100,26.000000,71379 
38100,26.000000,64516 
38100,26.000000,71232 
39100,28.000000,74816 
39100,24.000000,65261 
39100,22.000000,53593 
39100,30.000000,79575 
39100,26.000000,63337 
40100,24.000000,62663 
40100,32.000000,83170 
40100,32.000000,92955 
40100,26.000000,76358 
40100,26.000000,68421 
41100,28.000000,70930 
41100,20.000000,56338 
41100,22.000000,62322 
41100,18.000000,51612 
41100,26.000000,66284 
42100,20.000000,51150 
42100,28.000000,70000 
42100,24.000000,67558 
42100,30.000000,86021 
42100,30.000000,75805 
43100,24.000000,59553 
43100,16.000000,42866 
43100,32.000000,78001 
43100,26.000000,81123 
43100,24.000000,65888 
44100,18.000000,48979 
44100,20.000000,61255 
44100,26.000000,68919 
44100,24.000000,66161 
44100,20.000000,48250 
45100,16.000000,43301 
45100,28.000000,75726 
45100,16.000000,42384 
45100,22.000000,57932 
45100,20.000000,54310 
46100,22.000000,54931 
46100,26.000000,68466 
46100,24.000000,56140 
46100,22.000000,56737 
46100,24.000000,63618 
47100,26.000000,67444 
47100,18.000000,51687 
47100,14.000000,46783 
47100,28.000000,78376 
47100,28.000000,72632 
48100,20.000000,58224 
48100,20.000000,50062 
48100,26.000000,73498 
48100,30.000000,72992 
48100,22.000000,62367 
49100,20.000000,56140 
49100,18.000000,50526 
49100,20.000000,55826 
49100,20.000000,49535 
49100,26.000000,65491 
50100,24.000000,78175 
50100,28.000000,77994 
50100,24.000000,58679 
50100,20.000000,48221 
50100,22.000000,53921 
51100,22.000000,52412 
51100,16.000000,43537 
51100,28.000000,67796 
51100,22.000000,68535 
51100,20.000000,47761 
52100,22.000000,51948 
52100,14.000000,41025 
52100,20.000000,47197 
52100,26.000000,67576 
52100,16.000000,43272 
53100,16.000000,49650 
53100,22.000000,51133 
53100,26.000000,77208 
53100,20.000000,51347 
53100,20.000000,51380 
54100,22.000000,64421 
54100,18.000000,53973 
54100,20.000000,45636 
54100,22.000000,57516 
54100,16.000000,40557 
55100,16.000000,46376 
55100,24.000000,65798 
55100,28.000000,70440 
55100,14.000000,40550 
55100,28.000000,69695 
56100,20.000000,49170 
56100,22.000000,55485 
56100,30.000000,74395 
56100,20.000000,67001 
56100,24.000000,67274 
57100,16.000000,44260 
57100,14.000000,39492 
57100,12.000000,23155 
57100,14.000000,39492 
57100,18.000000,50455 
