Compiling receiver!
Compiling sender!
100,16.000000,61479 
100,26.000000,89500 
100,16.000000,109777 
100,30.000000,138728 
100,18.000000,78860 
1100,40.000000,117733 
1100,32.000000,110440 
1100,16.000000,62075 
1100,34.000000,110032 
1100,28.000000,86889 
2100,46.000000,137313 
2100,46.000000,130774 
2100,52.000000,151272 
2100,46.000000,131522 
2100,50.000000,142551 
3100,42.000000,115147 
3100,46.000000,127247 
3100,48.000000,136947 
3100,62.000000,186606 
3100,40.000000,110803 
4100,58.000000,161335 
4100,52.000000,143250 
4100,64.000000,172623 
4100,50.000000,143575 
4100,48.000000,118153 
5100,60.000000,167949 
5100,60.000000,160106 
5100,50.000000,150262 
5100,48.000000,133611 
5100,72.000000,209606 
6100,46.000000,124408 
6100,50.000000,151630 
6100,44.000000,144855 
6100,54.000000,146838 
6100,56.000000,148639 
7100,56.000000,146596 
7100,64.000000,171008 
7100,50.000000,131147 
7100,64.000000,172739 
7100,62.000000,160310 
8100,54.000000,147945 
8100,52.000000,139037 
8100,54.000000,141546 
8100,48.000000,137832 
8100,52.000000,141592 
9100,52.000000,140161 
9100,54.000000,152866 
9100,58.000000,153439 
9100,56.000000,150033 
9100,58.000000,151931 
10100,52.000000,142563 
10100,40.000000,120481 
10100,50.000000,143781 
10100,50.000000,129870 
10100,42.000000,110964 
11100,48.000000,123155 
11100,42.000000,107485 
11100,50.000000,133958 
11100,52.000000,134540 
11100,52.000000,132653 
12100,48.000000,125408 
12100,38.000000,99281 
12100,50.000000,127307 
12100,52.000000,131147 
12100,48.000000,123791 
13100,50.000000,126984 
13100,54.000000,137755 
13100,48.000000,124918 
13100,46.000000,128581 
13100,48.000000,123791 
14100,44.000000,130660 
14100,42.000000,105726 
14100,40.000000,104712 
14100,34.000000,88082 
14100,50.000000,129198 
15100,44.000000,109248 
15100,38.000000,101468 
15100,46.000000,113022 
15100,48.000000,119180 
15100,36.000000,104196 
16100,48.000000,118811 
16100,38.000000,99411 
16100,44.000000,108776 
16100,50.000000,126502 
16100,44.000000,117411 
17100,42.000000,113283 
17100,38.000000,95959 
17100,42.000000,109660 
17100,40.000000,106524 
17100,40.000000,106241 
18100,34.000000,91336 
18100,40.000000,99378 
18100,38.000000,77749 
18100,42.000000,120863 
18100,38.000000,96263 
19100,36.000000,92366 
19100,38.000000,91676 
19100,36.000000,102637 
19100,38.000000,92401 
19100,30.000000,85348 
20100,46.000000,112607 
20100,46.000000,118251 
20100,34.000000,94182 
20100,42.000000,102189 
20100,34.000000,92643 
21100,40.000000,96269 
21100,40.000000,105055 
21100,40.000000,101073 
21100,36.000000,90112 
21100,36.000000,89496 
22100,36.000000,95427 
22100,34.000000,93857 
22100,56.000000,139044 
22100,34.000000,91397 
22100,40.000000,101522 
23100,42.000000,110163 
23100,36.000000,93143 
23100,66.000000,161172 
23100,34.000000,88657 
23100,32.000000,84712 
24100,38.000000,96263 
24100,40.000000,101910 
24100,44.000000,115637 
24100,34.000000,85266 
24100,70.000000,174237 
25100,34.000000,87912 
25100,34.000000,83538 
25100,38.000000,105702 
25100,38.000000,107648 
25100,34.000000,93857 
26100,34.000000,85642 
26100,30.000000,80591 
26100,36.000000,73506 
26100,34.000000,97982 
26100,32.000000,82209 
27100,40.000000,103359 
27100,28.000000,74816 
27100,32.000000,77811 
27100,36.000000,95175 
27100,28.000000,80171 
28100,30.000000,76677 
28100,30.000000,76972 
28100,40.000000,99255 
28100,30.000000,81577 
28100,32.000000,76190 
29100,32.000000,84880 
29100,38.000000,82743 
29100,24.000000,68473 
29100,40.000000,98400 
29100,34.000000,83743 
30100,30.000000,92664 
30100,34.000000,82076 
30100,32.000000,76235 
30100,26.000000,65864 
30100,38.000000,91566 
31100,30.000000,76190 
31100,36.000000,97035 
31100,28.000000,69178 
31100,30.000000,83565 
31100,38.000000,94940 
32100,28.000000,72445 
32100,26.000000,68107 
32100,26.000000,68062 
32100,34.000000,84419 
32100,26.000000,67752 
33100,32.000000,77201 
33100,28.000000,72445 
33100,38.000000,96507 
33100,28.000000,73490 
